"CHARACTER","EN_DIALOGUE","ROUTE","ACT","GAME"
"???","
Oh, my.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Seiran","
It's been a while!
Have you been doing well?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Aside from you attacking me pretty flashily, yes.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Seiran","
Well, it's for work.
You know how it is, right?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Seiran","
So just behave yourself
and get beaten here, okay?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Seiran","
Huh?
Why did you beat me?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Sorry, but I've
become an earth rabbit.
Basically, you're my enemy...
No, not you. The ones above you.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Seiran","
Mayday, mayday!
This is a state of emergency!

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
That's right, spread the word to everyone
 with telepathy.
To all those selfish moon rabbits.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Mmm, the wind up here
brings back memories.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"???","
So is it true
that you betrayed us?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Ringo","
Fighting your fellow moon rabbits, honestly.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"???","
Kyahahahaha!
Something real interesting is going on~!
Hey, fairies!
Let's crank up the speed!
It's lunatic time!
Welcome to a world of madness!

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
A swarm of fairies outside the capital...?
Are these the invaders Lady Sagume
mentioned?
Well, it's true that fairies are a symbol of impurity,
but I don't think they have the intelligence to invade.
And the people of the moon shouldn't fear
the level of impurity from mere fairies...
...Wait, that's not the problem here.
What are fairies doing on the moon
in the first place? That's the real question.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"???","
Well, you see...
There's a few here who were
brought from Earth,
but there were originally fairies
living on the moon, too!

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
So you're the fairies' boss.
You do seem a bit different
from the other fairies, but...
I can hardly believe that the moon's people
would have their hands full with you...!

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"???","
Who do you think I am?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Clownpiece","
I'm a fairy from hell,
Clownpiece.
The moon's people are enemies of honorable friend.
Enemies of honorable friend are enemies of Master's.
And any enemy of Master's is an enemy of mine!
I'll show no mercy.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
I'm not really sure I get the whole picture here...
but you won't get any mercy from me, either!

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Clownpiece","
They say that a refined fairy's energy
exceeds even that of a kishin.
Taste the impurity of life and death
that the moon's people hate so much,
and let your first death
send you falling into hell!

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Clownpiece","
Hah, hah, hah...

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
This overwhelming power...
You aren't an ordinary fairy, are you!?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Clownpiece","
W-why...?
But I heard that as long as we fairies,
symbols of life, controlled this place,
the people of the moon wouldn't
be able to do a thing.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Hey, who exactly
did you hear that from?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Clownpiece","
My honorable friend.
The one who refined us fairies' power
was her, too.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Refined?
What does that mean...?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"???","
What are you playing at!?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Kaguya","
I'm afraid you can't see the true full moon
from anywhere but here.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Whaaaat!?
...is not something that that warrants saying.
We'll punish you anyway.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
Well then, are you ready?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Not at all.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Not at all.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
My five requests that so many humans
in the past have failed to complete...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
How many of them can you fulfill?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
What the!?
I see. The ones who are stopping the night...
It's you two, isn't it.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
This half-finished eternal night that you have made...
With my spell to manipulate eternity, I'll tear it all away.
The dawn shall be upon us soon.
How's that?
With this, your spell of eternal night shall be broken, and the dawn shall come!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Parsee","
Are you coming to look for our cursed power?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(...... Reimu.)
(All the youkai underground have fearsome,
detestable powers... )
(Just beat her while you're passing by her.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
I can never tell what you're going to say next!
I just wanted to relax in some hot springs.
I think you tricked me, Yukari.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(Hmhmhm, I'm not tricking anyone.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Hm, speak of the devil, eh?
I guess my intuition is as good as ever.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
You're trying to stop the geyser, right?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Uh... right.
Though, I wouldn't mind it if the geyser stayed
and only those spirits went away...

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
You came all the way down here from above ground,
so I hate to tell you this, but...
The geyser won't stop.
It's too late for that.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(What did you say?)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
The geyser is just a hole to let the excess
part of my ultimate power escape.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Utsuho","
I've already obtained the ultimate power.
Every time I use it, the geyser gushes forth.
So, I can't stop it.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
Tada~
Looks like you're havin' fun, sis!
Mind if I join ya?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Aah!
The cat turned into a cat!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(You mean, the cat turned into a cat-wheelbarrow?)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Rin","
It's more fun being a cat,
but I can't really talk like that.
Besides, it looked like I was gonna lose to ya,
so I had to change back.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Are you the pet Satori
was talking about?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(I think she said it wasn't the cat.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Rin","
I was watching, and listening.
To my master's gallantry, and your plot!
You wanna stop the geyser?
Ya better not!
She's really dangerous, ya know?
She's the most dangerous bird underground.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
There's no way we can turn back now!
Even if you're a dangerous cat.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(Hm, I wonder where our cat went off to?
It's such a pain when she just suddenly disappears like that.)
(I wish you'd take care to program your own familiar
properly. Without any bugs.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Rin","
Well, if you're gonna go up against that dangerous bird,
you gotta fight me first!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
Oh my.
Well, you did manage to come this deep underground~

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Hm, those danmaku look awfully familiar.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
Of course, they're danmaku that stood out in your heart.
I just imitated them...

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(In any case, why don't you tell Reimu
about what's in your heart now?)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
Hmm, how to stop the geyser, was it?
You should talk to my pet, then.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
You mean that cat?
I think we met before...

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
The cat isn't that powerful.
I have lots of pets here.
In the courtyard of this mansion, there's a hole
that leads to the deepest part of the underground.
She should be there.
... Hm?
""If she's your pet, why not just call her?""
My pet has been avoiding me lately.
I wonder if it's because of my power?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
I don't think anyone likes her, not just her pets.
Nobody would get to finish their sentences.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Oh, it's so hot.
I wish I hadn't worn winter clothes.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(Those are winter clothes?)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
I wouldn't have imagined such a hellish place
would be under their courtyard.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(And yet, the vengeful spirits started pouring out when that
geyser erupted. That's not what you promised, is it?)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Huh? They're pouring out?
The vengeful spirits?
Well, I can't think of
Many people who've left the Former Capital to go above ground...
I only know of one,
But she's...

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(She's got nothing to do with this, I'm sure.
Can you remember any other times?)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Hm, let's see...
A geyser probably means it's the Palace of the Earth Spirits.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Stop leading the conversation by yourself.
What's the Palace of the Earth Spirits? Can we go there?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
You came here because the youkai in that jewel
told you to, right?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Yep, you got it right on.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
The Palace of the Earth Spirits is a building right in
the middle of what used to be Hell here.
A bunch of stuck-up folks live there.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Hmm.
I guess we should go there, then.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(Hohoho, I think it'll be a while before we can set out,
as long as she's there, anyway.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Hm?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
That youkai in the jewel knows
what's going on!
Because, we oni
always want to compare our strength to strong people we meet!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Well done!
If you're that powerful, you'll have no problems at the
Palace of the Earth Spirits!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
What?
You're an oni?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Uh, yeah?
We cast aside the above ground world and moved here.
Long ago, this was Hell's shopping district,
but now the Yamas have made off with Hell, so...
Now it's just a forgotten prison for vengeful spirits.
Well, that's an old story, I'm sure humans don't
remember anymore.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(I wouldn't have thought you oni would break your promise.
Now, take her to the Palace of the Earth Spirits.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Yukari, you're not hiding something, are you?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
Eirin, I grant you one more chance with my power.
If you lose this time...
You devils there!
With the medicine made by my power, and Eirin's true strength,

you'll never forget this as long as you live!

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Eirin","
Geez.
I told her not to let them come this way.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Sakuya.
This one's a decoy.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Well then, let's shoot her down at once.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Milady.
Are there any injuries on you?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"???","
Yes, there are.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
None at all.
---hey, who're you?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Kaguya","
Defeating Reisen and Eirin, and coming so far...
It wouldn't be fair if you didn't have at least
one injury.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Too bad. I'm invincible on the night of the full moon.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
First I've heard of that.
---hey, the full moon appeared at some point,
Milady.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
